Generation,Mean_Activity,Mean_Local_Sensitivity,Mean_Tanimoto_Similarity,Spatial_Diversity
163,6.8281724229104155,4.331036805611939,0.05311066019503969,15.61090463893279
164,6.767255407684721,4.233653817770277,0.05655089101309524,15.803208369772468
165,6.803647213134723,4.235927107085396,0.057396321526984116,15.576916762386022
166,6.817655136555557,4.286369503709366,0.05579792688392857,15.436115592231857
167,6.7637552185625,4.285790581359215,0.056728737968452375,15.71141208412715
168,6.751703751527779,4.286563015207423,0.05601335326051588,15.804848293483712
169,6.800179259322916,4.36456672062038,0.05575540285317461,15.563391475635756
170,6.791394881991667,4.374089331615005,0.054528797382936506,15.608198742816885
171,6.818015965364584,4.394739408337658,0.05651077577500001,15.565283974754097
172,6.845416005624306,4.406665982572229,0.05574119117936509,15.518932245160906
173,6.796323952303472,4.349074487898863,0.053929523664880956,15.662613388310755
174,6.830358454415973,4.443860889733622,0.052895340446031745,15.64995869722993
175,6.833574448138195,4.431588805505223,0.056819161769642856,15.518019536148808
176,6.817477054244445,4.399746742210466,0.059302510617460315,15.67995994087259
177,6.788521783807639,4.364569723309303,0.05572927500753968,15.741187177618798
178,6.762427657784028,4.286371333494409,0.05647661931289682,15.720842205887898
179,6.8147569588430565,4.36445132433966,0.054632430976785704,15.654822326457388
180,6.828088491154167,4.390113870520388,0.05607848960912699,15.621464414472833
181,6.803182146048612,4.397657159967002,0.054550488216865076,15.953768790449708
182,6.783139979904167,4.384794766881585,0.05622627751904762,16.08443713619037
183,6.861142427696528,4.447426471125972,0.054171595262500004,15.755328351877372
184,6.723640442938889,4.322950050239455,0.05465296271904761,16.329694863972268
185,6.758432167060416,4.304597245260949,0.05377717175,15.995286400023618
186,6.773064181342362,4.338141189111183,0.053010837542658736,16.09176559311853
187,6.7816456607854185,4.333087505960147,0.05325407145555556,16.057218879111943
188,6.803903961199306,4.30983258426408,0.052430919105158735,15.713688432869702
189,6.786161654464584,4.311074884794177,0.052291120443253965,15.738242924453248
190,6.763725662576389,4.2954463844461825,0.053189560224801584,15.83892693211452
191,6.75693429381736,4.304702357790359,0.05187985067519841,15.915766171265009
192,6.687822114600001,4.271236952886685,0.049506208029166665,16.23147585569764
193,6.807208044742361,4.380752900060481,0.05066549681686509,15.864024367797882
194,6.783304835097917,4.332425005355999,0.05195450694702381,15.859909172824635
