Selected_IDs,Mean_Activity,Mean_Local_Sensitivity,Mean_Tanimoto_Similarity,Spatial_Diversity,Property_Diversity,Composite_Score
82;128;140;211;228;236;266;293,5.487663994875,2.2051683933725488,0.03565217392857143,21.65543084788809,4.185209709890084,0.25881080408546286
34;68;82;140;164;211;228;316,4.98810133075,1.9568914115400664,0.013392857142857142,22.28060539719442,4.434478712882962,0.25876711108054473
28;62;80;101;121;127;236;316,5.6984561527499995,2.937222154504102,0.0,20.603709257505802,3.8200049262984743,0.2587648765250557
12;82;128;140;211;228;233;284,5.670213383375,2.1962719485349886,0.03993788821428572,20.24125812538363,4.204535336163305,0.2587525056446769
12;62;101;127;192;211;236;293,6.385166954624999,3.1256753200092846,0.03726708075,19.410602787498526,4.075378992696668,0.25872850511188744
1;12;28;34;62;85;127;211,7.026945152125,3.6910836935799676,0.036122448964285715,16.856978124649615,4.111697180702332,0.25862976431205204
1;68;120;128;140;257;316;318,6.462557992875,3.659183646541943,0.015714285714285715,19.91823332124,4.100801078732066,0.2585759291439651
68;82;91;176;211;284;285;316,5.383287201,2.354306388437045,0.0,19.540917147063812,4.254417407383323,0.2585371153417151
1;12;62;66;101;122;125;236,7.002066309375,4.5206120111126715,0.0,18.82034514096112,3.2201955286022956,0.25847754424449987
1;76;82;120;128;266;293;300,6.415524807000001,3.3325280409496276,0.015714285714285715,18.009579109187012,3.7291478721448317,0.2584309114578207
12;34;101;125;140;235;236;240,6.010341732125,3.159469073656589,0.0,19.00119049323384,4.1092728099731435,0.25842054658632146
28;62;86;128;211;236;293;318,6.257808382375,2.973887177175113,0.03726708075,19.546259536611426,3.9921121114332405,0.2583848392747172
21;91;123;127;128;211;246;293,7.187057283750001,3.897766345481603,0.01708074535714286,14.445024356974638,3.7049805524102952,0.2583711058423179
82;121;132;211;236;284;293;316,5.311467138625,2.3399335395523746,0.017857142857142856,22.232458371234607,4.445430115532516,0.25830943490338026
